,Cycle,Timestamp,Line,Product,Volume,Start Date Time,Stop Date Time
214,52,09/24/2023 21:00,15,A,3700.0,9/23/2023 8:16:47 PM,9/24/2023 9:57:19 PM
215,52,09/24/2023 21:00,18,A,6000.0,9/24/2023 8:47:00 PM,9/25/2023 12:37:00 AM
216,52,09/24/2023 21:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
217,52,09/24/2023 21:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
218,52,09/24/2023 22:00,01,A,14923.0,9/24/2023 8:50:51 PM,9/24/2023 11:37:42 PM
219,52,09/24/2023 22:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
220,52,09/24/2023 22:00,14,A,2100.0,9/24/2023 8:48:34 PM,9/24/2023 11:40:00 PM
221,52,09/24/2023 22:00,15,A,3700.0,9/24/2023 9:57:19 PM,9/25/2023 12:55:42 AM
222,52,09/24/2023 22:00,18,A,6000.0,9/24/2023 8:47:00 PM,9/25/2023 12:37:00 AM
223,52,09/24/2023 22:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
224,52,09/24/2023 22:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
225,52,09/24/2023 23:00,01,A,15072.0,9/24/2023 11:37:42 PM,9/24/2023 11:37:42 PM
226,52,09/24/2023 23:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
228,52,09/24/2023 23:00,14,D,693.0,9/24/2023 11:40:00 PM,9/25/2023 12:51:25 AM
227,52,09/24/2023 23:00,14,A,1407.0,9/24/2023 8:48:34 PM,9/24/2023 11:40:00 PM
229,52,09/24/2023 23:00,15,A,3700.0,9/24/2023 9:57:19 PM,9/25/2023 12:55:42 AM
230,52,09/24/2023 23:00,18,A,6000.0,9/24/2023 8:47:00 PM,9/25/2023 12:37:00 AM
231,52,09/24/2023 23:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
232,52,09/24/2023 23:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
233,52,09/25/2023 00:00,01,A,14774.0,9/24/2023 11:57:48 PM,9/25/2023 12:27:58 AM
234,52,09/25/2023 00:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
235,52,09/25/2023 00:00,14,D,2100.0,9/24/2023 11:40:00 PM,9/25/2023 12:51:25 AM
236,52,09/25/2023 00:00,15,A,3700.0,9/24/2023 9:57:19 PM,9/25/2023 12:55:42 AM
237,52,09/25/2023 00:00,16,54,1784.0,9/25/2023 12:08:46 AM,9/25/2023 2:35:07 AM
238,52,09/25/2023 00:00,18,A,6000.0,9/24/2023 8:47:00 PM,9/25/2023 12:37:00 AM
239,52,09/25/2023 00:00,19,A,4800.0,9/23/2023 6:00:30 PM,9/25/2023 6:28:00 AM
240,52,09/25/2023 00:00,1A,A,2900.0,9/24/2023 7:12:00 AM,9/25/2023 2:00:00 AM
241,52,09/25/2023 01:00,01,A,14923.0,9/25/2023 12:48:04 AM,9/25/2023 4:35:14 AM
242,52,09/25/2023 01:00,02,54,8303.0,9/24/2023 1:57:13 PM,9/25/2023 1:55:15 PM
243,52,09/25/2023 01:00,14,D,2100.0,9/25/2023 12:51:25 AM,9/25/2023 2:02:51 AM
244,52,09/25/2023 01:00,15,A,3700.0,9/25/2023 12:55:42 AM,9/25/2023 3:37:51 AM
